,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,
308,AQIQIC_clean,6.11416,2.65573,6.10292,1.45271,0,0,973.967,670.449,0.4784,0.329316,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
309,AQIXUU_clean,5.00071,3.74213,5.00071,2.31618,778.297,336.026,0,0,0.406,0.175289,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
310,AQIXUV_clean,8.64919,5.459,8.64919,0.934501,1104.45,1181.86,0,0,0.5626,0.602032,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
313,AQODOA_clean,3.45952,3.20541,3.43624,1.86922,0,0,16.1822,8.6572,0.3508,0.187672,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
314,AQOLEZ_clean,15.56875,9.80847,15.56875,0.777237,1278.3,1644.67,443.796,570.991,0.7198,0.926101,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
315,AQOLID_clean,15.46142,7.44821,15.40352,1.15975,1222.53,1054.13,396.899,342.228,0.6494,0.559948,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
316,AQOLOJ_clean,15.82324,9.85536,15.82324,0.918562,1262.34,1374.26,403.393,439.157,0.709,0.771858,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
317,AQOLUP_clean,15.5822,9.65924,15.5822,0.788284,1287.18,1632.89,417.804,530.017,0.712,0.903228,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
318,AQOMAW_clean,15.65949,6.23259,15.65949,1.14479,1297.32,1133.23,389.885,340.573,0.648,0.566042,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
320,AQOMEA_clean,15.83521,9.82464,15.8304,0.749306,1274.9,1701.44,431.482,575.842,0.7222,0.963826,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
321,AQOSEG_clean,9.45829,3.34636,9.41904,1.01326,1393.26,1375.03,10.5845,10.446,0.6096,0.601624,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
322,AQOTIK_clean,6.7817,3.86887,6.78051,1.47348,1288.35,874.359,0,0,0.5612,0.380867,0,"Fe,Pt",Yes,Pt,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
324,AQUCOG_clean,11.41407,10.59979,11.41389,1.19971,1576.67,1314.22,0,0,0.6588,0.549134,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
325,AQUCUM_clean,11.51533,10.7235,11.51515,1.1988,1578.94,1317.1,0,0,0.662,0.55222,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
327,AQUDAT_clean,3.98099,3.46811,3.98099,1.656,229.295,138.463,0,0,0.3916,0.236474,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
328,AQUDEX_clean,4.02336,3.48999,4.02336,1.64794,245.164,148.77,0,0,0.3954,0.239936,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
329,AQUDIB_clean,11.3608,10.54479,11.3608,1.19943,1577.62,1315.3,0,0,0.659,0.549427,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
330,AQUDOH_clean,4.03231,3.46877,4.03231,1.63524,245.521,150.143,0,0,0.397,0.242778,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
332,ARADEE_clean,5.98273,5.3868,5.98273,1.18176,2613.25,2211.32,0,0,0.645,0.545797,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
333,ARAFEF_clean,8.89536,8.62816,8.89536,0.837745,1861.72,2222.3,0,0,0.6918,0.825789,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
334,ARAFIJ_clean,7.45121,6.98768,7.45121,0.945343,1746.6,1847.59,0,0,0.6538,0.691601,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
335,ARAFOP_clean,5.6675,5.04419,5.6675,1.1688,1345.58,1151.25,0,0,0.5694,0.487165,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
339,ARAHIM_clean,3.63807,2.64887,3.63807,1.80218,0,0,41.7748,23.1802,0.4256,0.236159,0,"Ni,Nb",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
337,ARAHIM01_clean,3.591,2.5629,3.58805,1.81958,0,0,26.401,14.5094,0.4286,0.235548,0,"Ni,Nb",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
338,ARAHIM02_clean,3.63862,2.64947,3.63862,1.78903,0,0,42.0814,23.5219,0.4242,0.237111,0,"Ni,Nb",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
340,ARAJEK_clean,6.22212,3.9555,4.69294,1.17326,1031.29,878.992,0,0,0.5082,0.433151,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
341,ARAJIO_clean,5.82193,4.26368,4.89692,1.16598,1076.06,922.882,0,0,0.4946,0.424193,0,Co,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
342,ARAJOU_clean,5.44423,4.05664,4.79791,1.19946,997.557,831.67,0,0,0.4854,0.404681,0,Ni,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
343,ARAKAH_clean,5.78749,4.25745,4.93086,1.1858,1085.45,915.371,0,0,0.5034,0.424522,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
344,ARIBOS_clean,3.23416,2.40004,3.21774,1.55661,0,0,0,0,0.416,0.267247,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
346,ARINOF_clean,4.65727,3.54074,4.65727,1.16089,773.093,665.951,0,0,0.4696,0.404519,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
347,ARINUL_clean,4.74057,3.91438,4.73173,1.12547,612.424,544.15,0,0,0.4952,0.439995,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
348,AROFAP_clean,6.18036,4.30595,6.18036,1.16997,1430.3,1222.5,0,0,0.575,0.491464,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
349,AROFET_clean,8.28593,5.15676,8.15353,0.856166,2227.42,2601.62,0,0,0.6884,0.804049,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
350,AROQAB_clean,4.71682,2.90656,4.62147,1.13136,0,0,292.966,258.951,0.3848,0.340123,0,K,Yes,K,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
351,ARUCOH01_clean,5.60074,2.40016,5.57079,1.16753,0,0,769.669,659.228,0.4938,0.422944,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
352,ARUCUN_clean,5.23679,2.4383,5.23679,1.17134,0,0,773.334,660.216,0.4886,0.417131,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
353,ARUDAU_clean,5.48855,2.55093,5.48855,1.14806,0,0,810.544,706.015,0.4956,0.431687,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
354,ARUJED_clean,4.17005,2.86333,4.17005,1.28631,0,0,227.952,177.214,0.4372,0.339886,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
